Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
RJio,Indoor,4G,3,Satisfactory,22.06328591,75.39982949,Madhya Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,12.9097356,77.5851422,Karnataka
Airtel,Indoor,Unknown,4,Satisfactory,13.93716404,75.54784811,Karnataka
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,19.4607247,72.8172708,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.2169678,72.8310538,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,23.582165,87.1752275,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.582165,87.1752275,West Bengal
Vodafone,Indoor,2G,4,Satisfactory,23.57202667,87.188405,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.57202667,87.188405,West Bengal
Vodafone,Indoor,3G,3,Poor Voice Quality,23.582165,87.1752275,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.582165,87.1752275,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,23.57841167,87.17900667,West Bengal
Airtel,Indoor,4G,5,Satisfactory,19.2169678,72.8310538,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,23.57841167,87.17900667,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,23.57841167,87.17900667,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,19.4607247,72.8172708,Maharashtra
RJio,Indoor,4G,5,Satisfactory,15.48010101,78.48058308,Andhra Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,20.91515139,70.3647205,Gujarat
RJio,Indoor,4G,3,Satisfactory,30.8064777,76.8956933,Haryana
Airtel,Indoor,4G,3,Satisfactory,19.2169678,72.8310538,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.21588505,72.83043645,Maharashtra
Airtel,Indoor,4G,2,Poor Voice Quality,19.21588505,72.83043645,Maharashtra
Airtel,Indoor,4G,2,Poor Voice Quality,19.21588505,72.83043645,Maharashtra
Airtel,Indoor,4G,2,Poor Voice Quality,19.2169678,72.8310538,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,19.215876,72.8305452,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,22.5669714,88.3538334,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,17.61937367,83.18767214,Andhra Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.61937367,83.18767214,Andhra Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.61937367,83.18767214,Andhra Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.635915,77.17547,NCT
RJio,Indoor,4G,1,Call Dropped,22.8313619,70.79146617,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.8313619,70.79146617,Gujarat
Airtel,Indoor,Unknown,4,Satisfactory,10.9524122,79.82210343,Pondicherry
Airtel,Indoor,4G,5,Satisfactory,26.12732402,89.46054393,West Bengal
Airtel,Indoor,4G,1,Call Dropped,26.4303796,80.3165257,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,12.8804654,77.6942732,Karnataka
MTNL,Indoor,Unknown,5,Satisfactory,18.9712041,72.8377997,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.2085133,72.9826898,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,17.5455367,78.4880939,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.551108,78.4899342,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.551108,78.4899342,Telangana
BSNL,Indoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,4G,4,Satisfactory,22.64719974,88.283494,West Bengal
Vodafone,Indoor,4G,1,Poor Voice Quality,19.28335016,72.86963839,Maharashtra
RJio,Indoor,4G,4,Satisfactory,24.992446,85.14009979,Bihar
RJio,Outdoor,4G,4,Satisfactory,24.99205959,85.14012074,Bihar
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06328126,75.39906574,Madhya Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.61728961,83.18590016,Andhra Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.61728961,83.18590016,Andhra Pradesh
Idea,Outdoor,Unknown,1,Poor Voice Quality,17.3034215,78.5517488,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,4G,1,Call Dropped,26.4303821,80.3165269,Uttar Pradesh
Vodafone,Indoor,Unknown,5,Satisfactory,17.35046816,78.40906271,Telangana
Airtel,Indoor,4G,1,Call Dropped,26.4303821,80.3165269,Uttar Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,19.21589497,72.83058094,Maharashtra
RJio,Indoor,4G,3,Satisfactory,22.06365614,75.39944175,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06361658,75.39964912,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06354768,75.39966621,Madhya Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.12730933,89.46099035,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.86229536,81.01794382,Uttar Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,26.4303821,80.3165269,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,26.4303821,80.3165269,Uttar Pradesh
Airtel,Indoor,3G,1,Call Dropped,26.4303821,80.3165269,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,26.8900742,75.8084084,Rajasthan
RJio,Indoor,4G,3,Satisfactory,22.06322976,75.40100992,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,18.6073583,73.789882,Maharashtra
RJio,Indoor,Unknown,4,Satisfactory,22.8088538,86.1899692,Jharkhand
BSNL,Indoor,Unknown,4,Satisfactory,23.57841333,87.178925,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,2,Poor Voice Quality,19.21589497,72.83058094,Maharashtra
RJio,Indoor,4G,5,Satisfactory,15.47900071,78.48113673,Andhra Pradesh
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,21.1095482,79.1349853,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,21.1095482,79.1349853,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,23.57841333,87.178925,West Bengal
RJio,Outdoor,4G,5,Satisfactory,24.99219119,85.14008269,Bihar
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.48060164,88.40517654,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.48060164,88.40517654,West Bengal
RJio,Indoor,4G,3,Satisfactory,18.6075493,73.7897046,Maharashtra
RJio,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,19.21587737,72.83057687,Maharashtra
RJio,Indoor,Unknown,1,Poor Voice Quality,12.9930488,77.5749688,Karnataka
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,19.21587737,72.83057687,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,22.480666,88.405702,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.12730933,89.46099035,West Bengal
RJio,Outdoor,4G,5,Satisfactory,22.4807818,88.4056141,West Bengal
MTNL,Outdoor,4G,5,Satisfactory,18.9715965,72.8379675,Maharashtra
MTNL,Indoor,4G,3,Call Dropped,18.9710893,72.8365929,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.8918918,76.60437855,Haryana
RJio,Outdoor,4G,1,Poor Voice Quality,20.9139161,70.36535194,Gujarat
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Outdoor,3G,1,Poor Voice Quality,12.9850772,80.1132352,Tamil Nadu
BSNL,Indoor,Unknown,4,Satisfactory,23.57841333,87.178925,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.8625651,81.0179438,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,19.96170167,85.818475,Odisha
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,2G,1,Call Dropped,28.23793592,76.83223967,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,3,Call Dropped,28.5569421,77.0541524,Haryana
Vodafone,Indoor,4G,5,Satisfactory,28.5569421,77.0541524,Haryana
Vodafone,Indoor,4G,5,Satisfactory,28.5569421,77.0541524,Haryana
Airtel,Travelling,4G,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
RJio,Outdoor,4G,4,Satisfactory,22.8313619,70.79146617,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.83108572,70.79116308,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.83124267,70.79083652,Gujarat
RJio,Indoor,Unknown,3,Call Dropped,22.80890724,86.18997753,Jharkhand
RJio,Indoor,4G,1,Poor Voice Quality,25.95638731,80.14644473,Uttar Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,23.57841333,87.178925,West Bengal
Airtel,Travelling,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
BSNL,Indoor,Unknown,2,Poor Voice Quality,23.57841333,87.178925,West Bengal
RJio,Indoor,Unknown,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.51928785,73.8567573,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.51901298,73.85677658,Maharashtra
BSNL,Outdoor,2G,1,Poor Voice Quality,12.9764098,75.817771,Karnataka
BSNL,Outdoor,2G,1,Poor Voice Quality,12.9764098,75.817771,Karnataka
BSNL,Outdoor,2G,1,Poor Voice Quality,12.9764098,75.817771,Karnataka
BSNL,Outdoor,2G,1,Poor Voice Quality,12.9764098,75.817771,Karnataka
BSNL,Outdoor,2G,1,Poor Voice Quality,12.9764098,75.817771,Karnataka
BSNL,Outdoor,2G,1,Poor Voice Quality,-1,-1,NA
BSNL,Outdoor,2G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.6714276,88.33670963,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.86859893,88.34815177,West Bengal
Vodafone,Travelling,2G,5,Satisfactory,22.6513556,88.3765879,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,22.5673376,88.3532264,West Bengal
Airtel,Indoor,4G,4,Satisfactory,18.49938596,73.84201417,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Travelling,3G,5,Satisfactory,14.40844874,77.71430199,Andhra Pradesh
Airtel,Outdoor,3G,5,Satisfactory,14.40844874,77.71430199,Andhra Pradesh
Airtel,Indoor,2G,5,Satisfactory,13.05754562,77.6401072,Karnataka
Airtel,Outdoor,3G,3,Poor Voice Quality,14.40844874,77.71430199,Andhra Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,4G,4,Satisfactory,22.56313833,88.40352,West Bengal
Airtel,Indoor,4G,1,Poor Voice Quality,19.2834585,72.8696485,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,26.8625651,81.0179438,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,2,Call Dropped,-1,-1,NA
Airtel,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,13.9366981,75.5471856,Karnataka
Airtel,Indoor,4G,5,Satisfactory,26.8625651,81.0179438,Uttar Pradesh
Idea,Indoor,Unknown,1,Poor Voice Quality,24.09368,88.25391833,West Bengal
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Idea,Indoor,Unknown,1,Poor Voice Quality,24.09368,88.25391833,West Bengal
Airtel,Indoor,4G,5,Satisfactory,19.215876,72.8305452,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.215876,72.8305452,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,2,Poor Voice Quality,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,19.21589497,72.83058094,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.21589497,72.83058094,Maharashtra
BSNL,Indoor,3G,1,Poor Voice Quality,12.96774185,80.10335315,Tamil Nadu
BSNL,Outdoor,3G,1,Call Dropped,12.96774185,80.10335315,Tamil Nadu
BSNL,Outdoor,3G,4,Satisfactory,12.9707636,80.09085491,Tamil Nadu
BSNL,Indoor,3G,4,Satisfactory,13.138365,80.03761797,Tamil Nadu
BSNL,Indoor,3G,4,Satisfactory,13.13820116,80.037297,Tamil Nadu
BSNL,Indoor,3G,4,Satisfactory,13.13820116,80.037297,Tamil Nadu
Airtel,Indoor,4G,1,Call Dropped,26.43023817,80.31651767,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,26.43023817,80.31651767,Uttar Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,3,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,23.57857333,87.17934833,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.57857333,87.17934833,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.57857333,87.17934833,West Bengal
Airtel,Outdoor,3G,3,Satisfactory,14.4099172,77.7136735,Andhra Pradesh
Idea,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,22.86852446,88.34811732,West Bengal
RJio,Indoor,4G,3,Satisfactory,22.06351294,75.39966378,Madhya Pradesh
Vodafone,Indoor,Unknown,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,15.52788131,80.0555319,Andhra Pradesh
BSNL,Indoor,3G,5,Satisfactory,22.64719974,88.283494,West Bengal
BSNL,Indoor,3G,5,Satisfactory,22.64719963,88.28349352,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Travelling,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,28.89283143,76.58231107,Haryana
BSNL,Indoor,3G,4,Satisfactory,13.13839923,80.03758104,Tamil Nadu
Airtel,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.48050076,88.40523228,West Bengal
BSNL,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,2G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,2G,4,Satisfactory,-1,-1,NA
Idea,Indoor,4G,4,Satisfactory,18.5038941,73.927846,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,16.8840511,79.6918499,Telangana
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,16.8840511,79.6918499,Telangana
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,28.89233067,76.60465457,Haryana
Idea,Indoor,4G,4,Satisfactory,18.5038941,73.927846,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,Unknown,5,Satisfactory,18.5601549,73.7743359,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,20.91105794,70.35942744,Gujarat
Airtel,Indoor,4G,5,Satisfactory,26.12731399,89.46040792,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
Airtel,Indoor,4G,3,Poor Voice Quality,10.96416792,79.82554898,Pondicherry
BSNL,Indoor,Unknown,5,Satisfactory,17.61939395,83.18765703,Andhra Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.61939395,83.18765703,Andhra Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06346386,75.39962078,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06328663,75.40032034,Madhya Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,2,Poor Voice Quality,28.3596781,79.4123574,Uttar Pradesh
BSNL,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
MTNL,Indoor,4G,1,Call Dropped,18.9712041,72.8377997,Maharashtra
MTNL,Indoor,4G,5,Satisfactory,18.9712041,72.8377997,Maharashtra
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,17.6173342,83.18563803,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.67149725,88.33674352,West Bengal
RJio,Indoor,4G,3,Satisfactory,25.95582582,80.14684554,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,22.48050076,88.40523228,West Bengal
MTNL,Indoor,4G,5,Satisfactory,18.9712041,72.8377997,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Vodafone,Outdoor,3G,5,Satisfactory,22.6955016,88.3975115,West Bengal
RJio,Indoor,4G,1,Call Dropped,26.798835,80.99347167,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,22.6955016,88.3975115,West Bengal
Vodafone,Outdoor,3G,5,Satisfactory,22.6955046,88.3978147,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.8625651,81.0179438,Uttar Pradesh
Airtel,Indoor,4G,3,Satisfactory,28.55158821,77.23722013,NCT
Idea,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,13.93676383,75.54830347,Karnataka
Vodafone,Indoor,4G,1,Call Dropped,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Outdoor,4G,1,Poor Voice Quality,13.07173302,77.5710108,Karnataka
RJio,Indoor,4G,3,Satisfactory,22.06341403,75.39964124,Madhya Pradesh
BSNL,Outdoor,2G,1,Poor Voice Quality,12.97689153,75.81769109,Karnataka
RJio,Indoor,Unknown,4,Satisfactory,22.8088552,86.1899537,Jharkhand
RJio,Indoor,Unknown,4,Satisfactory,22.80889293,86.18963346,Jharkhand
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.12721565,89.46047335,West Bengal
RJio,Indoor,4G,5,Satisfactory,23.0199003,72.5251699,Gujarat
RJio,Indoor,Unknown,4,Satisfactory,22.8089064,86.1899228,Jharkhand
RJio,Indoor,4G,5,Satisfactory,15.48404529,78.4872581,Andhra Pradesh
Vodafone,Outdoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,4G,5,Satisfactory,17.72962608,83.29558021,Andhra Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06368171,75.39956697,Madhya Pradesh
Airtel,Indoor,Unknown,3,Call Dropped,22.6742848,75.8257405,Madhya Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,19.28360798,72.86991311,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,26.12774459,89.45974709,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,Unknown,1,Poor Voice Quality,18.56008765,73.77439919,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.83145989,70.79141647,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,2G,4,Satisfactory,22.63556083,88.43997279,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.12741485,89.45990751,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Idea,Indoor,Unknown,4,Satisfactory,24.08848667,88.255005,West Bengal
BSNL,Outdoor,3G,4,Satisfactory,13.13844483,80.03752261,Tamil Nadu
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,23.1514057,72.6378006,Gujarat
Vodafone,Outdoor,2G,5,Satisfactory,22.5669807,88.3547438,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,22.5669652,88.3532264,West Bengal
RJio,Indoor,4G,3,Satisfactory,22.06363062,75.39972246,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,19.2158346,72.8305077,Maharashtra
Airtel,Travelling,Unknown,4,Satisfactory,12.9132029,80.2301698,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,19.2158346,72.8305077,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,13.1133294,80.23411285,Tamil Nadu
BSNL,Indoor,Unknown,4,Satisfactory,23.5785248,87.1790229,West Bengal
BSNL,Indoor,2G,5,Satisfactory,16.7727185,78.1366182,Telangana
Vodafone,Indoor,4G,1,Poor Voice Quality,19.28360798,72.86991311,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,23.5785248,87.1790229,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.5785248,87.1790229,West Bengal
BSNL,Outdoor,3G,5,Satisfactory,17.4339168,78.4000984,Telangana
Airtel,Indoor,4G,5,Satisfactory,19.2158346,72.8305077,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,17.75988303,83.22244245,Andhra Pradesh
BSNL,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,17.54554667,78.48810833,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.54554667,78.48810833,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.54549333,78.48751167,Telangana
Airtel,Indoor,4G,5,Satisfactory,19.2158346,72.8305077,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,19.2158346,72.8305077,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,19.2158346,72.8305077,Maharashtra
Vodafone,Outdoor,2G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,Unknown,5,Satisfactory,18.56008765,73.77439919,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,21.28352174,78.57917489,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
BSNL,Indoor,2G,5,Satisfactory,17.307628,78.4340058,Telangana
Vodafone,Indoor,4G,4,Satisfactory,22.63556083,88.43997279,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,23.57859833,87.17899833,West Bengal
MTNL,Indoor,Unknown,5,Satisfactory,18.971561,72.8379669,Maharashtra
Idea,Indoor,4G,4,Satisfactory,31.6308004,74.8348034,Punjab
Idea,Indoor,4G,4,Satisfactory,31.6306178,74.8349178,Punjab
BSNL,Indoor,Unknown,5,Satisfactory,17.61368848,83.18315725,Andhra Pradesh
MTNL,Indoor,4G,5,Satisfactory,18.9715618,72.8379674,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,22.574762,88.4018462,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,26.31213339,89.45082783,West Bengal
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,17.61368848,83.18315725,Andhra Pradesh
